device_id,latitude,longitude,accuracy,provider,timestamp_iso,timestamp_raw,received_at,raw_json
ld,17.7196431,75.9185885,27,fused,2025-11-21T06:12:00+00:00,1763705520,2025-11-21T06:19:49.340658+00:00,"{""_type"": ""location"", ""_id"": ""a0454ae5"", ""acc"": 27, ""alt"": 409, ""batt"": 62, ""bs"": 1, ""cog"": 305, ""conn"": ""m"", ""created_at"": 1763705520, ""lat"": 17.7196431, ""lon"": 75.9185885, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705520, ""vac"": 2, ""vel"": 2}"
ld,17.7196568,75.9185862,46,fused,2025-11-21T06:12:07+00:00,1763705527,2025-11-21T06:19:49.367950+00:00,"{""_type"": ""location"", ""_id"": ""2744c93a"", ""acc"": 46, ""alt"": 409, ""batt"": 62, ""bs"": 1, ""cog"": 348, ""conn"": ""m"", ""created_at"": 1763705527, ""lat"": 17.7196568, ""lon"": 75.9185862, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705527, ""vac"": 2, ""vel"": 0}"
ld,17.7196566,75.918588,46,fused,2025-11-21T06:12:08+00:00,1763705528,2025-11-21T06:19:49.392698+00:00,"{""_type"": ""location"", ""_id"": ""d7662f8b"", ""acc"": 46, ""alt"": 409, ""batt"": 62, ""bs"": 1, ""cog"": 90, ""conn"": ""m"", ""created_at"": 1763705528, ""lat"": 17.7196566, ""lon"": 75.918588, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705528, ""vac"": 2, ""vel"": 0}"
ld,17.7196421,75.9185731,41,fused,2025-11-21T06:12:12+00:00,1763705532,2025-11-21T06:19:49.420438+00:00,"{""_type"": ""location"", ""_id"": ""f5ded4a2"", ""acc"": 41, ""alt"": 409, ""batt"": 62, ""bs"": 1, ""cog"": 288, ""conn"": ""m"", ""created_at"": 1763705532, ""lat"": 17.7196421, ""lon"": 75.9185731, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705532, ""vac"": 1, ""vel"": 0}"
ld,17.7196254,75.9185846,13,fused,2025-11-21T06:12:23+00:00,1763705543,2025-11-21T06:19:49.447167+00:00,"{""_type"": ""location"", ""_id"": ""8f590bcd"", ""acc"": 13, ""alt"": 410, ""batt"": 62, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1763705543, ""lat"": 17.7196254, ""lon"": 75.9185846, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705543, ""vac"": 2, ""vel"": 0}"
ld,17.719625,75.9185807,28,fused,2025-11-21T06:12:35+00:00,1763705555,2025-11-21T06:19:49.475221+00:00,"{""_type"": ""location"", ""_id"": ""ec33eaec"", ""acc"": 28, ""alt"": 410, ""batt"": 62, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1763705555, ""lat"": 17.719625, ""lon"": 75.9185807, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705555, ""vac"": 3, ""vel"": 0}"
ld,17.7196216,75.9185835,12,fused,2025-11-21T06:12:40+00:00,1763705560,2025-11-21T06:19:49.501458+00:00,"{""_type"": ""location"", ""_id"": ""7f1b1b5a"", ""acc"": 12, ""alt"": 410, ""batt"": 62, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1763705560, ""lat"": 17.7196216, ""lon"": 75.9185835, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705560, ""vac"": 3, ""vel"": 0}"
ld,17.7196505,75.9185807,20,fused,2025-11-21T06:12:46+00:00,1763705566,2025-11-21T06:19:49.529653+00:00,"{""_type"": ""location"", ""_id"": ""60100e1d"", ""acc"": 20, ""alt"": 409, ""batt"": 62, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1763705566, ""lat"": 17.7196505, ""lon"": 75.9185807, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705566, ""vac"": 2, ""vel"": 0}"
ld,17.7196301,75.9185849,12,fused,2025-11-21T06:12:54+00:00,1763705574,2025-11-21T06:19:49.560367+00:00,"{""_type"": ""location"", ""_id"": ""d42fc125"", ""acc"": 12, ""alt"": 409, ""batt"": 62, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1763705574, ""lat"": 17.7196301, ""lon"": 75.9185849, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705574, ""vac"": 2, ""vel"": 0}"
ld,17.7196283,75.918585,21,fused,2025-11-21T06:12:58+00:00,1763705578,2025-11-21T06:19:49.589355+00:00,"{""_type"": ""location"", ""_id"": ""247a5837"", ""acc"": 21, ""alt"": 410, ""batt"": 62, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1763705578, ""lat"": 17.7196283, ""lon"": 75.918585, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705578, ""vac"": 4, ""vel"": 0}"
